paper_id,title,authors,decision,abstract,tldr,keywords,code_url,pdf_url,croissant_url
atofIc3x1q,TaiwanVQA: Benchmarking and Enhancing Cultural Understanding in Vision-Language Models,"Hsin-Yi Hsieh, Shang-Wei Liu, Chang Chih Meng, Chien-Hua Chen, Shuo-Yueh Lin, Hung-Ju Lin, Hen-Hsen Huang, I-Chen Wu",Accept (poster),"Vision-language models (VLMs) often struggle with culturally specific content — a challenge largely overlooked by existing benchmarks that focus on dominant languages and globalized datasets. We introduce  TᴀɪᴡᴀɴVQA, a VQA benchmark designed for Taiwanese culture to evaluate recognition and reasoning in regional contexts. TᴀɪᴡᴀɴVQA contains 2,736 images and 5,472 manually curated questions covering topics such as traditional foods, public signs, festivals, and landmarks. The official benchmark set includes 1,000 images and 2,000 questions for systematic assessment, with the remainder of the data used as training material. Evaluations on state-of-the-art VLMs reveal strong visual recognition but notable weaknesses in cultural reasoning. To address this, we propose a data augmentation strategy that combines human-annotated and synthesized dialogues to enhance cultural understanding. Fine-tuning yields significant gains on  TᴀɪᴡᴀɴVQA while maintaining stable performance on other multimodal tasks. To further explore the models’ cultural understanding, we conducted an open-ended question answering experiment. The results indicate a notable decline in cultural knowledge generation ($\approx$10–20\%), suggesting challenges remain. TᴀɪᴡᴀɴVQA offers a scalable framework for building culturally grounded AI models in low-resource cultures, promoting diversity and fairness in multimodal AI. Our dataset and code are publicly available on [Hugging Face](https://huggingface.co/datasets/hhhuang/TaiwanVQA) and [GitHub](https://github.com/hhhuang/TaiwanVQA).",,"Multimodality and Language Grounding to Vision, Resources and Evaluation, Question Answering",https://github.com/hhhuang/TaiwanVQA,https://openreview.net/pdf?id=atofIc3x1q,https://openreview.net/attachment?id=atofIc3x1q&name=croissant_file
atjpGqjG73,A Controllable Examination for Long-Context Language Models,"Yijun Yang, Zeyu Huang, Wenhao Zhu, Zihan Qiu, Fei Yuan, Jeff Z. Pan, Ivan Titov",Accept (spotlight),"Existing frameworks for evaluating long-context language models (LCLM) can be broadly categorized into real-world applications (e.g, document summarization) and synthetic tasks (e.g, needle-in-a-haystack). Despite their utility, both approaches are accompanied by certain intrinsic limitations. Real-world tasks often involve complexity that makes interpretation challenging and suffer from data contamination, whereas synthetic tasks frequently lack meaningful coherence between the target information (""needle"") and its surrounding context (""haystack""), undermining their validity as proxies for realistic applications. In response to these challenges, we posit that an ideal long-context evaluation framework should be characterized by three essential features: 1) seamless context: coherent contextual integration between target information and its surrounding context; 2) controllable setting: an extensible task setup that enables controlled studies—for example, incorporating additional required abilities such as numerical reasoning; and 3) sound evaluation: avoiding LLM-as-Judge and conduct exact-match to ensure deterministic and reproducible evaluation results.
This study introduces $\textbf{LongBioBench}$, a benchmark that utilizes artificially generated biographies as a controlled environment for assessing LCLMs across dimensions of $\textit{understanding}$, $\textit{reasoning}$, and $\textit{trustworthiness}$. 
Our experimental evaluation, which includes $\textbf{18}$ LCLMs in total, demonstrates that most models still exhibit deficiencies in semantic understanding and elementary reasoning over retrieved results and are less trustworthy as context length increases.
Our further analysis indicates some design choices employed by existing synthetic benchmarks, such as contextual non-coherence, numerical needles, and the absence of distractors, rendering them vulnerable to test the model's long-context capabilities.
Moreover, we also reveal that long-context continual pretraining primarily adjusts RoPE embedding to accommodate extended context lengths, which in turn yields only marginal improvements in the model’s true capabilities. 
To sum up, compared to previous synthetic benchmarks, LongBioBench achieves a better trade-off between mirroring authentic language tasks and maintaining controllability, and is highly interpretable and configurable.",We propose LongBioBench for controllable evaluation on Long-Context Language Models,"long context modeling, synthetic dataset, controlled study",https://github.com/Thomasyyj/LongBio-Benchmark,https://openreview.net/pdf?id=atjpGqjG73,https://openreview.net/attachment?id=atjpGqjG73&name=croissant_file
aqr5pyOQpf,DermaCon-IN: A Multiconcept-Annotated Dermatological Image Dataset of Indian Skin Disorders for Clinical AI Research,"Shanawaj S Madarkar, Mahajabeen Madarkar, Madhumitha V, TELI PRAKASH, Konda Reddy Mopuri, Vinaykumar MV, Kota Venkata Lakshmi Sathwika, Adarsh Kasturi, Gandla Dilip Raj, Padharthi Venkata Naga Supranitha, Harsh Udai",Accept (poster),"Artificial intelligence is poised to augment dermatological care by enabling scalable image-based diagnostics. Yet, the development of robust and equitable models remains hindered by datasets that fail to capture the clinical and demographic complexity of real-world practice. This complexity stems from region-specific disease distributions, wide variation in skin tones, and the underrepresentation of outpatient scenarios from non-Western populations. We introduce DermaCon-IN, a prospectively curated dermatology dataset comprising 5,450 clinical images from 2,993 patients across outpatient clinics in South India. Each image is annotated by board-certified dermatologists with 245 distinct diagnoses, structured under a hierarchical, etiology-based taxonomy adapted from Rook’s classification. The dataset captures a wide spectrum of dermatologic conditions and tonal variation commonly seen in Indian outpatient care. We benchmark a range of architectures, including convolutional models (ResNet, DenseNet, EfficientNet), transformer-based models (ViT, MaxViT, Swin), and Concept Bottleneck Models to establish baseline performance and explore how anatomical and concept-level cues may be integrated. These results are intended to guide future efforts toward interpretable and clinically realistic models. DermaCon-IN provides a scalable and representative foundation for advancing dermatology AI in real-world settings.","A richly annotated South Indian dermatological dataset featuring diverse diagnoses, skin tones, and detailed clinical concepts for advancing concept-driven AI models for dermatology.","Dermatology, Concepts, Skin diseases, Explainability, Healthcare",https://github.com/shan4035/DermaCon-IN-code.git,https://openreview.net/pdf?id=aqr5pyOQpf,https://openreview.net/attachment?id=aqr5pyOQpf&name=croissant_file
apHeLNdl9g,A2Seek: Towards Reasoning-Centric Benchmark for Aerial Anomaly Understanding,"Mengjingcheng Mo, Xinyang Tong, Mingpi Tan, Jiaxu Leng, JianKang Zheng, Yiran Liu, Haosheng Chen, Ji Gan, Weisheng Li, Xinbo Gao",Accept (poster),"While unmanned aerial vehicles (UAVs) offer wide-area, high-altitude coverage for anomaly detection, they face challenges such as dynamic viewpoints, scale variations, and complex scenes. Existing datasets and methods, mainly designed for fixed ground-level views, struggle to adapt to these conditions, leading to significant performance drops in drone-view scenarios.
To bridge this gap, we introduce A2Seek (Aerial Anomaly Seek), a large-scale, reasoning-centric benchmark dataset for aerial anomaly understanding. This dataset covers various scenarios and environmental conditions, providing high-resolution real-world aerial videos with detailed annotations, including anomaly categories, frame-level timestamps, region-level bounding boxes, and natural language explanations for causal reasoning. 
Building on this dataset, we propose A2Seek-R1, a novel reasoning framework that generalizes R1-style strategies to aerial anomaly understanding, enabling a deeper understanding of “Where” anomalies occur and “Why” they happen in aerial frames.
To this end, A2Seek-R1 first employs a graph-of-thought (GoT)-guided supervised fine-tuning approach to activate the model's latent reasoning capabilities on A2Seek. Then, we introduce Aerial Group Relative Policy Optimization (A-GRPO) to design rule-based reward functions tailored to aerial scenarios. Furthermore, we propose a novel “seeking” mechanism that simulates UAV flight behavior by directing the model's attention to informative regions.
Extensive experiments demonstrate that A2Seek-R1 achieves up to a 22.04\% improvement in AP for prediction accuracy and a 13.9\% gain in mIoU for anomaly localization, exhibiting strong generalization across complex environments and out-of-distribution scenarios. Our dataset and code are released at https://2-mo.github.io/A2Seek/.","We introduce A2Seek, a reasoning-centric benchmark for aerial anomaly understanding, and A2Seek-R1, a method designed to seek and interpret anomalies.","Video Anomaly Detection, Scene Understanding, Multimodal Reasoning, Aerial Anomaly Understanding, Unmanned Aerial Vehicles",https://2-mo.github.io/A2Seek/,https://openreview.net/pdf?id=apHeLNdl9g,https://openreview.net/attachment?id=apHeLNdl9g&name=croissant_file
anzoPBV4jI,MTBBench: A Multimodal Sequential Clinical Decision-Making Benchmark in Oncology,"Kiril Vasilev, Alexandre Misrahi, Eeshaan Jain, Phil F Cheng, Petros Liakopoulos, Olivier Michielin, Michael Moor, Charlotte Bunne",Accept (poster),"Multimodal Large Language Models (LLMs) hold promise for biomedical reasoning, but current benchmarks fail to capture the complexity of real-world clinical workflows. Existing evaluations primarily assess unimodal, decontextualized question-answering, overlooking multi-agent decision-making environments such as Molecular Tumor Boards (MTBs). MTBs bring together diverse experts in oncology, where diagnostic and prognostic tasks require integrating heterogeneous data and evolving insights over time. Current benchmarks lack this longitudinal and multimodal complexity. We introduce **MTBBench**, an agentic benchmark simulating MTB-style decision-making through clinically challenging, multimodal, and longitudinal oncology questions. Ground truth annotations are validated by clinicians via a co-developed app, ensuring clinical relevance. We benchmark multiple open and closed-source LLMs and show that, even at scale, they lack reliability—frequently hallucinating, struggling with reasoning from time-resolved data, and failing to reconcile conflicting evidence or different modalities. To address these limitations, MTBBench goes beyond benchmarking by providing an agentic framework with foundation model-based tools that enhance multi-modal and longitudinal reasoning, leading to task-level performance gains of up to 9.0% and 11.2%, respectively. Overall, MTBBench offers a challenging and realistic testbed for advancing multimodal LLM reasoning, reliability, and tool-use with a focus on MTB environments in precision oncology.",,"Oncology, Agents, Foundation Models, Multi-Modality, Decision Making",https://github.com/bunnelab/MTBBench,https://openreview.net/pdf?id=anzoPBV4jI,https://openreview.net/attachment?id=anzoPBV4jI&name=croissant_file
am6RR85mnc,SciArena: An Open Evaluation Platform for Non-Verifiable Scientific Literature-Grounded Tasks,"Yilun Zhao, Kaiyan Zhang, Tiansheng Hu, Sihong Wu, Ronan Le Bras, Yixin Liu, Xiangru Tang, Joseph Chee Chang, Jesse Dodge, Jonathan Bragg, Chen Zhao, Hannaneh Hajishirzi, Doug Downey, Arman Cohan",Accept (spotlight),"We present SciArena, an open and collaborative platform for evaluating foundation models on scientific literature-grounded tasks. 
Unlike traditional benchmarks for scientific literature understanding and synthesis, SciArena engages the research community directly, following the Chatbot Arena evaluation approach of community voting on model comparisons.
By leveraging collective intelligence, SciArena offers a community-driven evaluation of model performance on open-ended scientific tasks that demand literature-grounded, long-form responses.
The platform currently supports 44 open-source and proprietary foundation models and has collected over 19,000 votes from human researchers across diverse scientific domains. 
Our analysis of the data collected so far confirms its high quality.
We discuss the results and insights based on the model ranking leaderboard.
To further promote research in building model-based automated evaluation systems for literature tasks, we release SciArena-Eval, a meta-evaluation benchmark based on our collected preference data. 
The benchmark measures the accuracy of models in judging answer quality by comparing their pairwise assessments with human votes. 
Our experiments highlight the benchmark’s challenges and emphasize the need for more reliable automated evaluation methods.",,"Literature Review Generation, AI for Research, Benchmark and Evaluation, Foundation Model",https://github.com/yale-nlp/SciArena,https://openreview.net/pdf?id=am6RR85mnc,https://openreview.net/attachment?id=am6RR85mnc&name=croissant_file
aXFV0Z5cN2,EgoBlind: Towards Egocentric Visual Assistance for the Blind,"Junbin Xiao, Nanxin Huang, Hao Qiu, Zhulin Tao, Xun Yang, Richang Hong, Meng Wang, Angela Yao",Accept (poster),"We present EgoBlind, the first egocentric VideoQA dataset collected from blind individuals to evaluate the assistive capabilities of contemporary multimodal large language models (MLLMs). EgoBlind comprises 1,392 first-person videos from the daily lives of blind and visually impaired individuals. It also features 5,311 questions directly posed or verified by the blind to reflect their in-situation needs for visual assistance. Each question has an average of 3 manually annotated reference answers to reduce subjectiveness.
Using EgoBlind, we comprehensively evaluate 16 advanced MLLMs and find that all models struggle.  The best performers achieve an accuracy near 60\%, which is far behind human performance of 87.4\%. To guide future advancements, we identify and summarize major limitations of existing MLLMs in egocentric visual assistance for the blind and explore heuristic solutions for improvement. With these efforts, we hope that EgoBlind will serve as a foundation for developing effective AI assistants to enhance the independence of the blind and visually impaired. Data and code are available at \url{https://github.com/doc-doc/EgoBlind}.",,"Egocentric Video Question Answering, Multimodal Large Language Models, AI Assistant, Blind User",https://github.com/doc-doc/EgoBlind,https://openreview.net/pdf?id=aXFV0Z5cN2,https://openreview.net/attachment?id=aXFV0Z5cN2&name=croissant_file
aWSh1Ec64T,KRIS-Bench: Benchmarking Next-Level Intelligent Image Editing Models,"Yongliang Wu, Zonghui Li, Xinting Hu, Xinyu Ye, Xianfang Zeng, Gang YU, Wenbo Zhu, Bernt Schiele, Ming-Hsuan Yang, Xu Yang",Accept (poster),"Recent advances in multi-modal generative models have enabled significant progress in instruction-based image editing. However, while these models produce visually plausible outputs, their capacity for knowledge-based reasoning editing tasks remains under-explored. In this paper, We introduce KRIS-Bench (Knowledge-based Reasoning in Image-editing Systems Benchmark), a diagnostic benchmark designed to assess models through a cognitively informed lens. Drawing from educational theory, KRIS-Bench categorizes editing tasks across three foundational knowledge types: Factual, Conceptual, and Procedural. Based on this taxonomy, we design 22 representative tasks spanning 7 reasoning dimensions and release 1,267 high-quality annotated editing instances. To support fine-grained evaluation, we propose a comprehensive protocol that incorporates a novel Knowledge Plausibility metric, enhanced by knowledge hints and calibrated through human studies. Empirical results on nine state-of-the-art models reveal significant gaps in reasoning performance, highlighting the need for knowledge-centric benchmarks to advance the development of intelligent image editing systems.","We propose KRIS-Bench, a benchmark designed to evaluate knowledge-based reasoning in instruction-based image editing models.","Image Editing, Knowledge-based Reasoning, Generative Model",https://github.com/mercurystraw/Kris_Bench,https://openreview.net/pdf?id=aWSh1Ec64T,https://openreview.net/attachment?id=aWSh1Ec64T&name=croissant_file
aVcKQ6Xr2s,CoreCodeBench: A Configurable Multi-Scenario Repository-Level Benchmark,"Lingyue Fu, Hao Guan, Bolun Zhang, Haowei Yuan, Yaoming Zhu, Jun Xu, Lin Qiu, ZongYu Wang, Xuezhi Cao, Xunliang Cai, Weinan Zhang, Weiwen Liu, Yong Yu",Reject,"As Large Language Models (LLMs) demonstrate increasingly sophisticated code processing capabilities, evaluating their performance on engineering-level code remains challenging. Existing repository-level benchmarks primarily focus on single scenarios, such as code generation or bug fixing, without adequately capturing the diversity and complexity of real-world software or project engineering workflows. Furthermore, these benchmarks suffer from limited controllability in question positioning and reliability issues in their generated test cases. To address these limitations, we present CorePipe, a fully automated pipeline that converts repositories into comprehensive benchmark test cases, and introduce CoreCodeBench, a configurable multi-scenario repository-level benchmark. To simulate real engineering scenarios, CorePipe generates three types of atomic questions (Development, BugFix, and Test-Driven Development) specifically targeting core code segments. These atomic questions are further combined into three types of composite questions, with difficulty levels flexibly adjusted through hyperparameter tuning. CoreCodeBench provides a comprehensive and extensive repository-level benchmark to investigate the applicability of LLMs in real-world engineering projects. Experiments with 16 LLMs across diverse scenarios reveal varying capabilities and offer multi-dimensional insights into LLM performance in engineering contexts.  Code of CorePipe and data of CoreCodeBench are available.",,"Large Language Models, Benchmark, Code Generation",https://github.com/tubehao/CoreCodeBench,https://openreview.net/pdf?id=aVcKQ6Xr2s,https://openreview.net/attachment?id=aVcKQ6Xr2s&name=croissant_file
aQoUjxlgNE,Long Code Arena: a Set of Benchmarks for Long-Context Code Models,"Egor Bogomolov, Aleksandra Eliseeva, Timur Galimzyanov, Evgeniy Glukhov, Anton Shapkin, Maria Tigina, Yaroslav Golubev, Alexander Kovrigin, Arie van Deursen, Maliheh Izadi, Timofey Bryksin",Reject,"The fields of code and natural language processing are evolving rapidly, with models becoming better at processing long context windows --- supported context sizes have increased by orders of magnitude over the last few years. However, there is a shortage of comprehensive benchmarks for code processing that go beyond a single file of context, while the most popular ones are limited to a single method. With this work, we aim to close this gap by introducing Long Code Arena, a suite of six benchmarks for code processing tasks that require project-wide context. These tasks cover different aspects of code processing: library-based code generation, CI builds repair, project-level code completion, commit message generation, bug localization, and module summarization. For each task, we provide a manually verified dataset for testing, an evaluation suite, and open-source baseline solutions based on popular LLMs to showcase the usage of the dataset and to simplify adoption by other researchers. We publish the benchmark page on HuggingFace Spaces with the leaderboard, links to HuggingFace Hub for all the datasets, and link to the GitHub repository with baselines: https://huggingface.co/spaces/JetBrains-Research/long-code-arena.",Collection of benchmarks for code processing models working with project-level context,"code generation, code completion, code summarization, bug localization, diff summarization, evaluation, datasets",https://github.com/JetBrains-Research/lca-baselines,https://openreview.net/pdf?id=aQoUjxlgNE,https://openreview.net/attachment?id=aQoUjxlgNE&name=croissant_file
aQaRZ8wj67,EVAAA: A Virtual Environment Platform for Essential Variables in Autonomous and Adaptive Agents,"Sungwoo Lee, Jungmin Lee, Sohee Kim, Hyebhin Yoon, Shinwon Park, Junhyeok Park, Jaehyuk Bae, Seok-Jun Hong, Choong-Wan Woo",Accept (poster),"Reinforcement learning (RL) agents have demonstrated strong performance in structured environments, yet they continue to struggle in real-world settings where goals are ambiguous, conditions change dynamically, and external supervision is limited. These challenges stem not primarily from the algorithmic limitations but from the characteristics of conventional training environments, which are usually static, task-specific, and externally defined. In contrast, biological agents develop autonomy and adaptivity by interacting with complex, dynamic environments, where most behaviors are ultimately driven by internal physiological needs. Inspired by these biological constraints, we introduce EVAAA (Essential Variables in Autonomous and Adaptive Agents), a 3D virtual environment for training and evaluating egocentric RL agents endowed with internal physiological state variables. In EVAAA, agents must maintain essential variables (EVs)—e.g., satiation, hydration, body temperature, and tissue integrity (the level of damage)—within viable bounds by interacting with environments that increase in difficulty at each stage. The reward system is derived from internal state dynamics, enabling agents to generate goals autonomously without manually engineered, task-specific reward functions. Built on Unity ML-Agents, EVAAA supports multimodal sensory inputs, including vision, olfaction, thermoception, collision, as well as egocentric embodiment. It features naturalistic survival environments for curricular training and a suite of unseen experimental testbeds, allowing for the evaluation of autonomous and adaptive behaviors that emerge from the interplay between internal state dynamics and environmental constraints. By integrating physiological regulation, embodiment, continual learning, and generalization, EVAAA offers a biologically inspired benchmark for studying autonomy, adaptivity, and internally driven control in RL agents. Our code is publicly available at https://github.com/cocoanlab/evaaa",We developed a novel virtual environment platform for building and testing autonomous and adaptive agents by incorporating a biologically inspired homeostatic concept of internal environment states and essential variables.,"Homeostatic Reinforcement Learning, Embodied RL in 3D Environments, Autonomous & Adaptive Agents, Unified Reward Generation, Survival-Oriented Benchmarking, Biologically Inspired AI",https://github.com/cocoanlab/evaaa,https://openreview.net/pdf?id=aQaRZ8wj67,https://openreview.net/attachment?id=aQaRZ8wj67&name=croissant_file
aO24vWoPmK,``ScatSpotter'' --- A Dog Poop Detection Dataset,Jonathan P Crall,Reject,"We introduce a new dataset containing phone images of dog feces, annotated with manually drawn or AI-assisted polygon labels.  Its over 9000 ``before/after/negative'' full resolution images contain 6000 polygon annotations.  The collection and annotation of images started in late 2020.  This paper focuses on two checkpoints from 2025-04-20 and 2024-07-03.  We train VIT and MaskRCNN baseline models to explore the difficulty of the dataset.  The best model achieves a pixelwise average precision of 0.858 on a 691-image validation set and 0.810 on a small independently captured 121-image contributor test set.  Dataset snapshots are available through four different distribution methods: two centralized (Girder and HuggingFace) and two decentralized (IPFS and BitTorrent).  We study of the trade-offs between distribution methods and discuss the feasibility of each with respect to reliably sharing open scientific data.  The code for experiments is hosted on GitHub.  The data license is CC-BY 4.0.  Model weights are available with the dataset.  Experiment hardware, time, energy, and emissions are quantified.","We build the largest open dataset of dog poop images, train MaskRCNN and VIT models, and experiment with centralized and decentralized distribution mechanisms.","poop, feces, dataset, dataset distribution, detection, segmentation, IPFS, BitTorrent, HuggingFace",https://github.com/Erotemic/scatspotter,https://openreview.net/pdf?id=aO24vWoPmK,https://openreview.net/attachment?id=aO24vWoPmK&name=croissant_file
aBlqKPkc4a,Nemotron-CLIMB: Clustering-based Iterative Data Mixture Bootstrapping for Language Model Pre-training,"Shizhe Diao, Yu Yang, Yonggan Fu, Xin Dong, Dan SU, Markus Kliegl, ZIJIA CHEN, Peter Belcak, Yoshi Suhara, Hongxu Yin, Mostofa Patwary, Yingyan Celine Lin, Jan Kautz, Pavlo Molchanov",Accept (spotlight),"Pre-training datasets are typically collected from web content and lack inherent domain divisions. For instance, widely used datasets like Common Crawl do not include explicit domain labels, while manually curating labeled datasets such as The Pile is labor-intensive. Consequently, identifying an optimal pre-training data mixture remains a challenging problem, despite its significant benefits for pre-
training performance. To address these challenges, we propose CLustering-based Iterative Data Mixture Bootstrapping (Nemotron-CLIMB), an automated framework that discovers, evaluates, and refines data mixtures in a pre-training setting. Specifically, Nemotron-CLIMB embeds and clusters large-scale datasets in a semantic space and then iteratively searches for optimal mixtures using a smaller proxy model and a predictor. This strategy enables effective domain adaptation without relying solely on curated data. When continuously trained on 400B tokens with this mixture, our 1B model exceeds the state-of-the-art Llama-3.2-1B by 2.0%. Moreover, we observe that optimizing for a specific domain (e.g., Social Sciences) yields a 5% improvement over random sampling. Finally, we introduce Nemotron-ClimbLab, a filtered 1.2-trillion-token corpus with 20 clusters as a research playground, and Nemotron-ClimbMix, a compact yet powerful 400-billion-token dataset designed for efficient pre-training that delivers superior performance under an equal token budget. We analyze the final data mixture, elucidating the characteristics of an optimal data mixture.","Nemotron-CLIMB automates data mixture optimization for pre-training, improving domain adaptation and outperforming Llama-3.2-1B by 2.0% on general reasoning.","data quality, data mixture, large language models",,https://openreview.net/pdf?id=aBlqKPkc4a,https://openreview.net/attachment?id=aBlqKPkc4a&name=croissant_file
a61AArHrMO,RAM-W600: A Multi-Task Wrist Dataset and Benchmark for Rheumatoid Arthritis,"SONGXIAO YANG, Haolin Wang, Yao Fu, Ye Tian, Tamotsu Kamishima, Masayuki Ikebe, Yafei Ou, Masatoshi Okutomi",Accept (poster),"Rheumatoid arthritis (RA) is a common autoimmune disease that has been the focus of research in computer-aided diagnosis (CAD) and disease monitoring. In clinical settings, conventional radiography (CR) is widely used for the screening and evaluation of RA due to its low cost and accessibility. The wrist is a critical region for the diagnosis of RA. However, CAD research in this area remains limited, primarily due to the challenges in acquiring high-quality instance-level annotations. (i) The wrist comprises numerous small bones with narrow joint spaces, complex structures, and frequent overlaps, requiring detailed anatomical knowledge for accurate annotation. (ii) Disease progression in RA often leads to osteophyte, bone erosion (BE), and even bony ankylosis, which alter bone morphology and increase annotation difficulty, necessitating expertise in rheumatology.
This work presents a multi-task dataset for wrist bone in CR, including two tasks: (i) wrist bone instance segmentation and (ii) Sharp/van der Heijde (SvdH) BE scoring, which is the first public resource for wrist bone instance segmentation. This dataset comprises 1048 wrist conventional radiographs of 388 patients from six medical centers, with pixel-level instance segmentation annotations for 618 images and SvdH BE scores for 800 images. This dataset can potentially support a wide range of research tasks related to RA, including joint space narrowing (JSN) progression quantification, BE detection, bone deformity evaluation, and osteophyte detection. It may also be applied to other wrist-related tasks, such as carpal bone fracture localization.
We hope this dataset will significantly lower the barrier to research on wrist RA and accelerate progress in CAD research within the RA-related domain.

Benchmark \& Code: https://github.com/YSongxiao/RAM-W600

Data \& Dataset Card: https://huggingface.co/datasets/TokyoTechMagicYang/RAM-W600",,"Instance Segmentation, Rheumatoid arthritis, Wrist, Computer-aided diagnosis, Bone erosion",https://github.com/YSongxiao/RAM-W600,https://openreview.net/pdf?id=a61AArHrMO,https://openreview.net/attachment?id=a61AArHrMO&name=croissant_file
a44GQ8sjKp,FalconEye: Cross-Modal Perception for Comprehensive Safety Evaluation,"Qi Xue, Minrui Jiang, Runjia Zhang, Xiurui Xie, Guisong Liu",Reject,"Existing methods for evaluating the harmfulness of content generated by large language models (LLMs) have been well studied. However, approaches tailored to multimodal large language models (MLLMs) remain underdeveloped and lack depth. 
  This work highlights the crucial role of visual information in moderating content in visual question answering (VQA), a dimension often overlooked in current research. 
  To bridge this gap, we introduce Falcon, a large-scale vision-language safety dataset containing 57,515 VQA pairs across 13 harm categories. The dataset provides explicit annotations for harmful attributes across images, instructions, and responses, thereby facilitating a comprehensive evaluation of the content generated by MLLMs. In addition, it includes the relevant harm categories along with explanations supporting the corresponding judgments. We further propose FalconEye, a specialized evaluator fine-tuned from Qwen2.5-VL-7B using the Falcon dataset. Experimental results demonstrate that FalconEye reliably identifies harmful content in complex and safety-critical multimodal dialogue scenarios, achieving 94.22\% accuracy in harmfulness judgment on a human-annotated test set of 1.8K samples—showcasing its potential as a practical safety auditing tool for MLLMs. Our project page is available at https://github.com/xxxovo/FalconEye.",We construct a fine-grained multimodal safety dataset and train a safety assessment model on it.,"Benchmarks, Multimodal, Safety Evaluation, Visual Question Answering",https://github.com/xxxovo/FalconEye,https://openreview.net/pdf?id=a44GQ8sjKp,https://openreview.net/attachment?id=a44GQ8sjKp&name=croissant_file
a3hafrDzuA,WorldModelBench: Judging Video Generation Models As World Models,"Dacheng Li, Yunhao Fang, Yukang Chen, Shuo Yang, Shiyi Cao, Justin Wong, Michael Luo, Xiaolong Wang, Hongxu Yin, Joseph E. Gonzalez, Ion Stoica, Song Han, Yao Lu",Accept (poster),"Video generation models have rapidly progressed, positioning themselves as video world models capable of supporting decision-making applications like robotics and autonomous driving. However, current benchmarks fail to rigorously evaluate these claims, focusing only on general video quality, ignoring important factors to world models such as physics adherence.
To bridge this gap, we propose WorldModelBench, a benchmark designed to evaluate the world modeling capabilities of video generation models in application-driven domains. WorldModelBench offers two key advantages: (1) Against to nuanced world modeling violations: By incorporating instruction-following and physics-adherence dimensions, WorldModelBench detects subtle violations, such as irregular changes in object size that breach the mass conservation law—issues overlooked by prior benchmarks. (2) Aligned with large-scale human preferences: We crowd-source 67K human labels to accurately measure 14 frontier models. 
Using our high-quality human labels, we further fine-tune an accurate judger to automate the evaluation procedure, achieving 9.9% lower error in predicting world modeling violations than GPT-4o with 2B parameters. 
In addition, we demonstrate that training to align human annotations by maximizing the rewards from the judger noticeably improve the world modeling capability. The dataset is hosted in HuggingFace at https://huggingface.co/datasets/Efficient-Large-Model/worldmodelbench. The code to run evaluation is available at https://github.com/WorldModelBench-Team/WorldModelBench.",,"Video Generation, benchmark, world model",https://github.com/WorldModelBench-Team/WorldModelBench,https://openreview.net/pdf?id=a3hafrDzuA,https://openreview.net/attachment?id=a3hafrDzuA&name=croissant_file
ZbcUIxACQE,RDB2G-Bench: A Comprehensive Benchmark for Automatic Graph Modeling of Relational Databases,"Dongwon Choi, Sunwoo Kim, Juyeon Kim, Kyungho Kim, Geon Lee, Shinhwan Kang, Myunghwan Kim, Kijung Shin",Accept (poster),"Recent advances have demonstrated the effectiveness of graph-based machine learning on relational databases (RDBs) for predictive tasks. 
Such approaches require transforming RDBs into graphs, a process we refer to as RDB-to-graph modeling, where rows of tables are represented as nodes and foreign-key relationships as edges.
Yet, effective modeling of RDBs into graphs remains challenging.
Specifically, there exist numerous ways to model RDBs into graphs, and performance on predictive tasks varies significantly depending on the chosen graph model of RDBs.
In our analysis, we find that the best-performing graph model can yield up to a 10\% higher performance compared to the common heuristic rule for graph modeling, which remains non-trivial to identify.
To foster research on intelligent RDB-to-graph modeling, we introduce RDB2G-Bench, the first benchmark framework for evaluating such methods.
We construct extensive datasets covering 5 real-world RDBs and 12 predictive tasks, resulting in around 50k graph model–performance pairs for efficient and reproducible evaluations.
Thanks to our precomputed datasets, we were able to benchmark 10 automatic RDB-to-graph modeling methods on the $12$ tasks about 380$\times$ faster than on-the-fly evaluation, which requires repeated GNN training.
Our analysis of the datasets and benchmark results reveals key structural patterns affecting graph model effectiveness, along with practical implications for effective graph modeling.
Our datasets and code are available at https://github.com/chlehdwon/RDB2G-Bench.","We introduce RDB2G-Bench, a benchmark for evaluating automated RDB-to-graph modeling, enabling fast, reproducible comparison across 50k graph models and 10 search methods.","Relational Database, Graph Neural Network, Benchmark",https://github.com/chlehdwon/RDB2G-Bench,https://openreview.net/pdf?id=ZbcUIxACQE,https://openreview.net/attachment?id=ZbcUIxACQE&name=croissant_file
